,ds,y,yhat1,residual1,trend,season_yearly,season_weekly
0,2017-06-26,,17.185152053833008,,22.167821884155273,-4.978288650512695,-0.004381673876196146
1,2017-06-27,,17.154834747314453,,22.168025970458984,-4.987507343292236,-0.02568615786731243
2,2017-06-28,,17.09880828857422,,22.168231964111328,-4.991504192352295,-0.07791906595230103
3,2017-06-29,,17.328777313232422,,22.168437957763672,-4.990499019622803,0.15083841979503632
4,2017-06-30,,17.27978515625,,22.168642044067383,-4.984740734100342,0.09588385373353958
5,2017-07-01,,17.15157127380371,,22.168848037719727,-4.974505424499512,-0.04277119040489197
6,2017-07-02,,17.11299705505371,,22.169052124023438,-4.960092544555664,-0.09596417844295502
7,2017-07-03,,17.223054885864258,,22.16925811767578,-4.941822052001953,-0.004381673876196146
8,2017-07-04,,17.223745346069336,,22.169464111328125,-4.920031547546387,-0.02568615786731243
9,2017-07-05,,17.196678161621094,,22.169668197631836,-4.895070552825928,-0.07791906595230103
10,2017-07-06,,17.453413009643555,,22.16987419128418,-4.867299556732178,0.15083841979503632
11,2017-07-07,,17.428874969482422,,22.17007827758789,-4.837089538574219,0.09588385373353958
12,2017-07-08,,17.322704315185547,,22.170284271240234,-4.8048095703125,-0.04277119040489197
13,2017-07-09,,17.30369758605957,,22.170490264892578,-4.7708282470703125,-0.09596417844295502
14,2017-07-10,,17.430797576904297,,22.17069435119629,-4.73551607131958,-0.004381673876196146
15,2017-07-11,,17.445985794067383,,22.170900344848633,-4.699228763580322,-0.02568615786731243
16,2017-07-12,,17.430871963500977,,22.171104431152344,-4.662314414978027,-0.07791906595230103
17,2017-07-13,,17.69704246520996,,22.171310424804688,-4.625105857849121,0.15083841979503632
18,2017-07-14,,17.679479598999023,,22.17151641845703,-4.587920665740967,0.09588385373353958
19,2017-07-15,,17.577898025512695,,22.171720504760742,-4.551051139831543,-0.04277119040489197
20,2017-07-16,,17.561193466186523,,22.17192840576172,-4.514770030975342,-0.09596417844295502
21,2017-07-17,,17.688426971435547,,22.17213249206543,-4.479323387145996,-0.004381673876196146
22,2017-07-18,,17.701723098754883,,22.17233657836914,-4.44492769241333,-0.02568615786731243
23,2017-07-19,,17.682851791381836,,22.172542572021484,-4.411772727966309,-0.07791906595230103
24,2017-07-20,,17.943572998046875,,22.172748565673828,-4.380013942718506,0.15083841979503632
25,2017-07-21,,17.919063568115234,,22.172954559326172,-4.3497748374938965,0.09588385373353958
26,2017-07-22,,17.809242248535156,,22.173158645629883,-4.321146011352539,-0.04277119040489197
27,2017-07-23,,17.783214569091797,,22.173362731933594,-4.29418420791626,-0.09596417844295502
28,2017-07-24,,17.900278091430664,,22.173568725585938,-4.268908977508545,-0.004381673876196146
29,2017-07-25,,17.90277671813965,,22.17377471923828,-4.245311260223389,-0.02568615786731243
30,2017-07-26,,17.872718811035156,,22.173980712890625,-4.223342418670654,-0.07791906595230103
31,2017-07-27,,18.122098922729492,,22.174184799194336,-4.202924728393555,0.15083841979503632
32,2017-07-28,,18.08632469177246,,22.174388885498047,-4.183948993682861,0.09588385373353958
33,2017-07-29,,17.965553283691406,,22.17459487915039,-4.166272163391113,-0.04277119040489197
34,2017-07-30,,17.929107666015625,,22.174800872802734,-4.149728775024414,-0.09596417844295502
35,2017-07-31,,18.036500930786133,,22.175006866455078,-4.1341233253479,-0.004381673876196146
36,2017-08-01,,18.03028678894043,,22.17521095275879,-4.119237899780273,-0.02568615786731243
37,2017-08-02,,17.99266242980957,,22.1754150390625,-4.10483455657959,-0.07791906595230103
38,2017-08-03,,18.23580551147461,,22.175621032714844,-4.090655326843262,0.15083841979503632
39,2017-08-04,,18.195280075073242,,22.175827026367188,-4.076430320739746,0.09588385373353958
40,2017-08-05,,18.071388244628906,,22.17603302001953,-4.061873435974121,-0.04277119040489197
41,2017-08-06,,18.03357696533203,,22.176237106323242,-4.046695232391357,-0.09596417844295502
42,2017-08-07,,18.141462326049805,,22.176441192626953,-4.03059720993042,-0.004381673876196146
43,2017-08-08,,18.13768196105957,,22.176647186279297,-4.013279914855957,-0.02568615786731243
44,2017-08-09,,18.1044864654541,,22.17685317993164,-3.994447946548462,-0.07791906595230103
45,2017-08-10,,18.354087829589844,,22.177059173583984,-3.9738080501556396,0.15083841979503632
46,2017-08-11,,18.32206916809082,,22.177263259887695,-3.951077461242676,0.09588385373353958
47,2017-08-12,,18.20871353149414,,22.177467346191406,-3.9259846210479736,-0.04277119040489197
48,2017-08-13,,18.18343734741211,,22.17767333984375,-3.8982722759246826,-0.09596417844295502
49,2017-08-14,,18.30579376220703,,22.177879333496094,-3.8677031993865967,-0.004381673876196146
50,2017-08-15,,18.318340301513672,,22.178085327148438,-3.834057092666626,-0.02568615786731243
51,2017-08-16,,18.30323028564453,,22.17828941345215,-3.7971413135528564,-0.07791906595230103
52,2017-08-17,,18.572547912597656,,22.17849349975586,-3.7567849159240723,0.15083841979503632
53,2017-08-18,,18.561737060546875,,22.178699493408203,-3.7128469944000244,0.09588385373353958
54,2017-08-19,,18.47092056274414,,22.178905487060547,-3.665214776992798,-0.04277119040489197
55,2017-08-20,,18.46933937072754,,22.17911148071289,-3.613806962966919,-0.09596417844295502
56,2017-08-21,,18.61635971069336,,22.1793155670166,-3.5585734844207764,-0.004381673876196146
57,2017-08-22,,18.654338836669922,,22.179521560668945,-3.4994957447052,-0.02568615786731243
58,2017-08-23,,18.66521644592285,,22.179725646972656,-3.436591148376465,-0.07791906595230103
59,2017-08-24,,18.960861206054688,,22.179931640625,-3.369908571243286,0.15083841979503632
