,ds,y,yhat1,residual1,trend,season_yearly,season_weekly
0,2017-06-26,,17.21827507019043,,22.20044708251953,-4.975304126739502,-0.006867800373584032
1,2017-06-27,,17.169757843017578,,22.200725555419922,-4.984605312347412,-0.046361520886421204
2,2017-06-28,,17.11614990234375,,22.201000213623047,-4.988882064819336,-0.09596841037273407
3,2017-06-29,,17.34595489501953,,22.201278686523438,-4.988351345062256,0.13302908837795258
4,2017-06-30,,17.32658576965332,,22.201555252075195,-4.983256816864014,0.1082877665758133
5,2017-07-01,,17.181873321533203,,22.201831817626953,-4.9738664627075195,-0.04609207063913345
6,2017-07-02,,17.19561004638672,,22.20210838317871,-4.9604716300964355,-0.0460270531475544
7,2017-07-03,,17.252138137817383,,22.20238494873047,-4.943380832672119,-0.006867800373584032
8,2017-07-04,,17.233383178710938,,22.20266342163086,-4.922917366027832,-0.046361520886421204
9,2017-07-05,,17.207551956176758,,22.202938079833984,-4.899418830871582,-0.09596841037273407
10,2017-07-06,,17.4630184173584,,22.203216552734375,-4.873227596282959,0.13302908837795258
11,2017-07-07,,17.467084884643555,,22.203495025634766,-4.844696521759033,0.1082877665758133
12,2017-07-08,,17.343502044677734,,22.20376968383789,-4.8141770362854,-0.04609207063913345
13,2017-07-09,,17.376001358032227,,22.20404815673828,-4.78201961517334,-0.0460270531475544
14,2017-07-10,,17.44888687133789,,22.20432472229004,-4.748570442199707,-0.006867800373584032
15,2017-07-11,,17.444074630737305,,22.204601287841797,-4.714165687561035,-0.046361520886421204
16,2017-07-12,,17.429779052734375,,22.204877853393555,-4.679131507873535,-0.09596841037273407
17,2017-07-13,,17.694406509399414,,22.205154418945312,-4.6437788009643555,0.13302908837795258
18,2017-07-14,,17.705318450927734,,22.205432891845703,-4.608401775360107,0.1082877665758133
19,2017-07-15,,17.586345672607422,,22.205707550048828,-4.573270797729492,-0.04609207063913345
20,2017-07-16,,17.621318817138672,,22.20598602294922,-4.538639068603516,-0.0460270531475544
21,2017-07-17,,17.69466781616211,,22.20626449584961,-4.504727840423584,-0.006867800373584032
22,2017-07-18,,17.68844223022461,,22.206539154052734,-4.471736907958984,-0.046361520886421204
23,2017-07-19,,17.6710147857666,,22.206817626953125,-4.439834117889404,-0.09596841037273407
24,2017-07-20,,17.930965423583984,,22.207094192504883,-4.4091572761535645,0.13302908837795258
25,2017-07-21,,17.93584442138672,,22.20737075805664,-4.3798136711120605,0.1082877665758133
26,2017-07-22,,17.809677124023438,,22.2076473236084,-4.351878643035889,-0.04609207063913345
27,2017-07-23,,17.836503982543945,,22.207923889160156,-4.3253936767578125,-0.0460270531475544
28,2017-07-24,,17.900964736938477,,22.208202362060547,-4.300368785858154,-0.006867800373584032
29,2017-07-25,,17.88533592224121,,22.208477020263672,-4.2767815589904785,-0.046361520886421204
30,2017-07-26,,17.85820960998535,,22.208755493164062,-4.254578113555908,-0.09596841037273407
31,2017-07-27,,18.108386993408203,,22.209033966064453,-4.233674049377441,0.13302908837795258
32,2017-07-28,,18.103641510009766,,22.209308624267578,-4.213954448699951,0.1082877665758133
33,2017-07-29,,17.968215942382812,,22.20958709716797,-4.195278644561768,-0.04609207063913345
34,2017-07-30,,17.986358642578125,,22.209863662719727,-4.177478790283203,-0.0460270531475544
35,2017-07-31,,18.042909622192383,,22.210140228271484,-4.160362720489502,-0.006867800373584032
36,2017-08-01,,18.020336151123047,,22.210416793823242,-4.143718242645264,-0.046361520886421204
37,2017-08-02,,17.987411499023438,,22.210693359375,-4.127314567565918,-0.09596841037273407
38,2017-08-03,,18.233097076416016,,22.21097183227539,-4.110903263092041,0.13302908837795258
39,2017-08-04,,18.225311279296875,,22.21124839782715,-4.0942254066467285,0.1082877665758133
40,2017-08-05,,18.088422775268555,,22.211524963378906,-4.077010154724121,-0.04609207063913345
41,2017-08-06,,18.106794357299805,,22.211803436279297,-4.058980464935303,-0.0460270531475544
42,2017-08-07,,18.165353775024414,,22.212078094482422,-4.039856433868408,-0.006867800373584032
43,2017-08-08,,18.146635055541992,,22.212356567382812,-4.0193586349487305,-0.046361520886421204
44,2017-08-09,,18.119455337524414,,22.21263313293457,-3.9972095489501953,-0.09596841037273407
45,2017-08-10,,18.372800827026367,,22.212909698486328,-3.9731385707855225,0.13302908837795258
46,2017-08-11,,18.374589920043945,,22.213186264038086,-3.9468846321105957,0.1082877665758133
47,2017-08-12,,18.24917221069336,,22.213462829589844,-3.9182000160217285,-0.04609207063913345
48,2017-08-13,,18.280860900878906,,22.213741302490234,-3.8868515491485596,-0.0460270531475544
49,2017-08-14,,18.354522705078125,,22.214017868041992,-3.8526253700256348,-0.006867800373584032
50,2017-08-15,,18.352603912353516,,22.21429443359375,-3.8153276443481445,-0.046361520886421204
51,2017-08-16,,18.343814849853516,,22.21457290649414,-3.774789571762085,-0.09596841037273407
52,2017-08-17,,18.61701202392578,,22.214847564697266,-3.730865716934204,0.13302908837795258
